CheckingAcctStat,Duration,CreditHistory,Purpose,Savings,Employment,InstallmentRatePecnt,PresentResidenceTime,Property,Age,Telephone,CreditStatus
A12,0.523588676,A30,A49,A61,A73,0.052786904,0.641707435,A121,0.138800778,A192,1
A12,0.518180775,A34,A49,A61,A73,0.144094595,0.937704784,A121,0.290273023,A192,1
A11,0.647058824,A30,A41,A61,A75,0.719453571,1,A124,0.418827015,A191,1
A11,0.647058824,A33,A41,A61,A75,0.810761261,1,A124,0.115882525,A191,1
A14,0.302852281,A32,A43,A61,A74,1,0.641707435,A121,0.130755986,A191,1
A12,0.310964132,A34,A43,A61,A74,1,0.937704784,A121,0.158296394,A191,1
A11,0.106580607,A32,A49,A61,A72,0.280546429,1,A122,0.252288807,A191,1
A12,0.109960545,A32,A49,A61,A75,0.189238739,1,A122,0.348680236,A191,1
A12,0.267617427,A34,A40,A61,A73,1,0.691625898,A123,0.235610036,A191,1
A12,0.270321377,A34,A40,A61,A71,1,0.333333333,A123,0.166759015,A191,1
A13,0.148514596,A34,A43,A61,A73,1,0.333333333,A123,0.20506255,A191,1
A12,0.149866571,A32,A43,A61,A73,1,0.333333333,A123,0.246373162,A191,1
A11,0.408853161,A31,A42,A61,A75,0.719453571,1,A123,0.202773743,A191,1
A11,0.406149211,A31,A42,A61,A74,0.810761261,1,A123,0.147692927,A191,1
A11,0.117647059,A32,A43,A62,A71,1,0.537438847,A123,0.047815443,A191,1
A11,0.117647059,A32,A43,A62,A74,1,0.062295216,A122,0.020275035,A191,1
A11,0.430986064,A34,A42,A61,A73,0.052786904,1,A121,0.236720471,A192,1
A11,0.421522239,A34,A42,A61,A73,0.144094595,0.968852392,A121,0.429503328,A192,1
A12,0.23674989,A32,A41,A63,A72,0.719453571,1,A122,0.145735136,A191,1
A12,0.238101865,A32,A41,A63,A72,0.810761261,0.968852392,A123,0.15950534,A191,1
A14,0.18374945,A33,A40,A62,A71,0.438907142,0.641707435,A123,0.485610036,A192,1
A12,0.190509325,A32,A40,A62,A75,0.621522523,1,A123,0.416759015,A192,1
A11,0.148514596,A30,A42,A61,A72,0.158360713,1,A122,0.11002085,A191,1
A11,0.149866571,A32,A42,A61,A72,0.432283784,0.968852392,A122,0.123791054,A191,1
A12,0.483690186,A32,A43,A62,A73,0.438907142,0.333333333,A123,0.224098064,A191,1
A12,0.495857962,A32,A43,A62,A73,0.621522523,0.333333333,A123,0.100166228,A191,1
A11,0.10221329,A34,A46,A64,A75,1,0.845812949,A124,0.576663308,A191,1
A12,0.101537303,A34,A46,A64,A75,1,0.697814275,A124,0.259948614,A191,1
A12,0.446271674,A30,A49,A61,A73,0.438907142,0.154187051,A121,0.271913507,A192,1
A12,0.451003587,A30,A49,A61,A73,0.621522523,0.333333333,A123,0.120441263,A192,1
A11,0.298484964,A34,A40,A61,A73,1,0.333333333,A121,0.182038607,A192,1
A14,0.302540889,A34,A40,A61,A73,1,0.333333333,A121,0.113187587,A192,1
A11,0.294117647,A32,A40,A65,A73,1,1,A122,0.127288807,A191,1
A11,0.294117647,A32,A40,A65,A74,1,1,A124,0.223680236,A191,1
A12,0.179382133,A32,A40,A61,A72,1,0.333333333,A123,0.221220072,A191,1
A12,0.182086083,A32,A40,A61,A72,1,0.302185725,A121,0.083518031,A191,1
A12,0.08896318,A32,A43,A61,A74,0.438907142,0.179146282,A123,0.053571429,A191,1
A12,0.089639168,A32,A43,A61,A72,0.621522523,0.031147608,A123,0.053571429,A191,1
A11,0.117647059,A32,A40,A61,A75,0.438907142,0.487520384,A123,0.346809257,A191,1
A12,0.117647059,A32,A40,A61,A74,0.621522523,0.697814275,A123,0.126485992,A191,1
A12,0.355852721,A32,A45,A61,A72,1,0.179146282,A123,0.1002085,A191,1
A12,0.358556671,A32,A45,A61,A72,1,0.031147608,A124,0.237910541,A191,1
A11,0.26325011,A32,A43,A61,A73,0.947213096,1,A124,0.641678771,A191,1
A11,0.261898135,A32,A43,A61,A73,0.855905405,1,A124,0.80692122,A191,1
A14,0.302852281,A32,A49,A61,A71,0.719453571,0.333333333,A123,0.38481235,A192,1
A14,0.310964132,A32,A49,A61,A71,0.810761261,0.333333333,A123,0.260880513,A192,1
A11,0.470588235,A33,A46,A61,A73,1,0.487520384,A122,0.298404629,A192,1
A11,0.470588235,A33,A46,A61,A73,1,0.697814275,A122,0.188242996,A192,1
A12,0.355852721,A32,A41,A61,A73,0,0.641707435,A123,0.085818536,A192,1
A12,0.358556671,A32,A41,A61,A72,0,1,A123,0.154669556,A192,1
A12,0.232382573,A32,A43,A61,A72,0,0.179146282,A123,0.056449421,A191,1
A12,0.229678623,A32,A43,A61,A72,0,0,A121,0.070219625,A191,1
A12,0.086779522,A31,A46,A64,A72,1,0.512479616,A124,0.104264864,A191,1
A12,0.085427547,A34,A46,A64,A72,1,0.364480941,A122,0.09049466,A191,1
A14,0.309551416,A32,A40,A61,A73,0.719453571,0.845812949,A122,0.095630886,A191,1
A14,0.310227403,A32,A40,A61,A73,0.810761261,0.697814275,A121,0.040550069,A191,1
A11,0.18374945,A32,A40,A65,A71,0,1,A124,0.111720471,A192,1
A12,0.190509325,A32,A40,A65,A73,0,0.937704784,A124,0.304503328,A192,1
A11,0.163948364,A30,A40,A65,A73,0.052786904,0.641707435,A121,0.133633979,A192,1
A14,0.165976327,A34,A40,A65,A73,0.144094595,0.937704784,A122,0.174944591,A192,1
A11,0.232382573,A32,A40,A65,A73,0.894426191,0.333333333,A123,0.026491121,A191,1
A11,0.229678623,A32,A40,A65,A73,0.711810811,0.395628549,A123,0.067801734,A191,1
A11,0.708793898,A32,A49,A61,A72,0.947213096,0.462561153,A124,0.123821628,A191,1
A11,0.711497848,A33,A49,A61,A75,0.855905405,1,A124,0.289064077,A191,1
A12,0.232382573,A32,A40,A61,A75,1,0.691625898,A123,0.40960385,A191,1
A11,0.229678623,A32,A40,A61,A74,1,0.302185725,A121,0.147969973,A191,1
A11,0.470588235,A32,A41,A61,A75,0.438907142,0.333333333,A122,0.3646664,A191,1
A11,0.470588235,A32,A41,A61,A73,0.621522523,0.333333333,A122,0.144343135,A191,1
A11,0.417587795,A32,A49,A65,A73,1,0.333333333,A121,0.294348264,A191,1
A14,0.422995696,A34,A49,A65,A73,1,0.333333333,A121,0.335658876,A191,1
A12,0.331684319,A32,A43,A61,A73,1,0.691625898,A121,0.113488029,A191,1
A14,0.325600431,A32,A43,A61,A74,1,0.333333333,A123,0.058407212,A191,1
A11,0.234566231,A32,A44,A61,A73,0.947213096,0.666666667,A123,0.1704587,A192,1
A11,0.233890244,A32,A44,A61,A73,0.855905405,0.635519059,A121,0.473403189,A192,1
A11,0.267617427,A32,A40,A61,A75,0.947213096,0.333333333,A122,0.179160614,A191,1
A12,0.270321377,A32,A40,A61,A73,0.855905405,0.364480941,A124,0.09653939,A191,1
A12,0.175014816,A30,A42,A61,A72,0.841639287,0.666666667,A122,0.122122007,A191,1
A12,0.173662841,A32,A42,A61,A72,0.567716216,0.697814275,A122,0.108351803,A191,1
A12,0.600757518,A34,A43,A61,A74,0.438907142,0.333333333,A121,0.152080307,A191,1
A12,0.598729555,A34,A43,A61,A74,0.621522523,0.395628549,A121,0.110769695,A191,1
A11,0.406669503,A34,A40,A61,A74,0.613879762,0.666666667,A123,0.121532821,A191,1
A12,0.40193759,A34,A40,A61,A75,0.522572072,0.635519059,A121,0.190383842,A191,1
A11,0.175014816,A34,A40,A61,A73,0.613879762,0.154187051,A121,0.103675678,A191,1
A11,0.173662841,A32,A40,A61,A73,0.522572072,0.333333333,A121,0.172526699,A191,1
A12,0.302852281,A34,A40,A63,A73,0.333333333,0.691625898,A124,0.176803871,A191,1
A14,0.310964132,A33,A40,A63,A73,0.333333333,0.333333333,A124,0.424667544,A191,1
A11,0.294117647,A32,A40,A61,A72,0.666666667,0.641707435,A121,0.092752893,A192,1
A12,0.294117647,A32,A40,A61,A73,0.666666667,1,A122,0.023901873,A192,1
A14,0.091146839,A32,A45,A61,A72,1,1,A121,0.071428571,A191,1
A14,0.093850789,A32,A45,A61,A72,1,1,A121,0.071428571,A191,1
A12,0.247816342,A33,A45,A64,A72,0.719453571,0.487520384,A123,0.55527105,A191,1
A12,0.245788379,A32,A45,A64,A73,0.810761261,0.697814275,A122,0.734283703,A191,1
A11,0.175014816,A32,A43,A62,A73,1,0.487520384,A123,0.4597081,A192,1
A11,0.173662841,A32,A43,A62,A72,1,0.666666667,A124,0.266925243,A192,1
A12,0.320617867,A34,A42,A61,A74,0.333333333,0.333333333,A121,0.483910415,A191,1
A12,0.317913917,A32,A42,A61,A72,0.333333333,0.333333333,A121,0.236046741,A191,1
A12,0.470588235,A32,A42,A61,A71,1,0.512479616,A123,0.130755986,A192,1
A14,0.470588235,A33,A42,A61,A73,1,0.333333333,A123,0.158296394,A192,1
A11,0.179382133,A34,A40,A61,A75,1,0.641707435,A123,0.357664107,A191,1
A11,0.182086083,A33,A40,A61,A75,1,0.968852392,A123,0.701919209,A191,1
A11,0.117647059,A32,A42,A61,A75,0.947213096,0.641707435,A124,0.337518157,A192,1
A11,0.117647059,A32,A42,A61,A75,0.855905405,1,A124,0.58538183,A192,1
A13,0.150698254,A32,A43,A62,A74,0.438907142,0.641707435,A123,0.079473364,A191,1
A14,0.154078192,A32,A43,A62,A75,0.621522523,0.937704784,A123,0.203405201,A191,1
A11,0.355852721,A32,A40,A61,A74,0.333333333,0.179146282,A123,0.194139764,A192,1
A11,0.358556671,A32,A40,A61,A74,0.333333333,0.062295216,A123,0.097748336,A192,1
A11,0.408853161,A32,A42,A61,A72,1,1,A123,0.071428571,A192,1
A11,0.406149211,A32,A42,A61,A72,1,1,A121,0.071428571,A192,1
A11,0.23674989,A31,A40,A61,A71,0.052786904,1,A121,0.568029329,A191,1
A11,0.238101865,A32,A40,A61,A71,0.144094595,1,A124,0.210004023,A191,1
A11,0.193409515,A32,A40,A62,A75,0.052786904,1,A124,0.383044793,A191,1
A13,0.190930894,A32,A40,A62,A75,0.144094595,1,A124,0.506976629,A191,1
A11,0.3845366,A30,A49,A61,A75,0.894426191,1,A121,0.46539615,A192,1
A12,0.386564562,A33,A49,A61,A75,0.711810811,1,A124,0.727030027,A192,1
A12,0.150698254,A32,A43,A62,A72,0.719453571,0.154187051,A121,0.053571429,A192,1
A12,0.154078192,A32,A43,A62,A72,0.810761261,0.333333333,A123,0.053571429,A192,1
A11,0.23674989,A32,A43,A61,A73,0.333333333,0.641707435,A121,0.230443236,A191,1
A11,0.238101865,A32,A43,A61,A73,0.333333333,0.906557176,A121,0.051430583,A191,1
A12,0.355852721,A32,A40,A61,A72,0.947213096,0.641707435,A123,0.133044793,A192,1
A11,0.358556671,A32,A40,A61,A72,0.855905405,1,A123,0.256976629,A192,1
A11,0.501455772,A33,A43,A61,A73,0.719453571,0.333333333,A122,0.16993745,A192,1
A11,0.502807747,A32,A43,A61,A74,0.810761261,0.364480941,A122,0.128626838,A192,1
A11,0.408853161,A32,A40,A61,A74,0.333333333,0.487520384,A122,0.109431664,A192,1
A11,0.406149211,A34,A40,A61,A74,0.333333333,0.604371451,A122,0.205823093,A192,1
A11,0.302852281,A34,A41,A61,A75,0.947213096,1,A124,0.317372207,A192,1
A11,0.310964132,A30,A41,A61,A75,0.855905405,1,A124,0.468844452,A192,1
A12,0.258882793,A33,A40,A61,A75,1,0.641707435,A124,0.78460385,A192,1
A12,0.253474893,A32,A40,A61,A71,1,1,A122,0.522969973,A192,1
A14,0.616191287,A32,A43,A65,A73,0.947213096,0.487520384,A123,0.211407721,A192,1
A11,0.614839311,A32,A43,A65,A74,0.855905405,0.635519059,A123,0.197637517,A192,1
A12,0.148514596,A34,A40,A61,A75,1,0.820853718,A123,0.378467179,A192,1
A12,0.149866571,A32,A40,A61,A75,1,1,A123,0.309616158,A192,1
A11,0.219132463,A32,A40,A61,A73,0.666666667,0.333333333,A123,0.118654828,A192,1
A11,0.217780488,A32,A40,A61,A73,0.666666667,0.333333333,A122,0.173735645,A192,1
A11,0.417587795,A32,A40,A61,A73,0.947213096,1,A124,0.586996907,A191,1
A11,0.422995696,A30,A40,A61,A74,0.855905405,1,A124,0.490605479,A191,1
A14,0.117647059,A32,A46,A61,A75,1,1,A123,0.392857143,A191,1
A14,0.117647059,A32,A46,A61,A75,1,1,A123,0.392857143,A191,1
A11,0.26325011,A34,A45,A61,A73,0.386120238,1,A124,0.612898843,A191,1
A11,0.261898135,A31,A45,A61,A71,0.477427928,1,A124,0.640439251,A191,1
A11,0.21024967,A32,A42,A65,A75,1,0.641707435,A123,0.274202314,A191,1
A11,0.214305595,A32,A42,A65,A75,1,0.968852392,A122,0.219121498,A191,1
A11,0.470588235,A32,A46,A61,A73,1,1,A124,0.201595371,A192,1
A14,0.470588235,A32,A46,A61,A73,1,0.968852392,A124,0.311757004,A192,1
A12,0.408853161,A34,A49,A61,A72,1,0.820853718,A121,0.154369114,A192,1
A12,0.406149211,A33,A49,A61,A75,1,1,A121,0.209449931,A192,1
A14,0.461853602,A34,A49,A61,A71,0.947213096,0.333333333,A123,0.275901936,A192,1
A14,0.453741751,A32,A49,A61,A71,0.855905405,0.333333333,A123,0.399833772,A192,1
A11,0.362551856,A30,A40,A61,A75,1,0.845812949,A122,0.38481235,A191,1
A11,0.357819943,A34,A40,A61,A75,1,0.635519059,A123,0.260880513,A191,1
A11,0.294117647,A31,A43,A61,A74,0.947213096,1,A123,0.134223164,A191,1
A11,0.294117647,A31,A43,A61,A74,0.855905405,1,A123,0.092912552,A191,1
A11,0.355852721,A31,A42,A61,A74,0.947213096,1,A123,0.154369114,A191,1
A11,0.358556671,A32,A42,A61,A75,0.855905405,1,A123,0.209449931,A191,1
A11,0.347118087,A34,A40,A63,A73,1,0.333333333,A121,0.115776836,A192,1
A13,0.341710187,A34,A40,A63,A74,1,0.333333333,A121,0.157087448,A192,1
A12,0.408853161,A32,A41,A61,A72,0,1,A123,0.146324322,A191,1
A12,0.406149211,A34,A41,A61,A73,0,1,A123,0.077473301,A191,1
A12,0.523588676,A34,A410,A61,A73,0.333333333,0.487520384,A123,0.222330507,A192,1
A12,0.518180775,A30,A410,A61,A73,0.333333333,0.666666667,A123,0.346262344,A192,1
A12,0.861096083,A32,A43,A62,A73,0.894426191,1,A122,0.080651736,A191,1
A12,0.855012195,A32,A43,A62,A73,0.711810811,0.937704784,A122,0.039341124,A191,1
A11,0.332362818,A32,A43,A62,A73,0.947213096,0.333333333,A121,0.426871807,A191,1
A11,0.331461502,A32,A43,A62,A73,0.855905405,0.333333333,A123,0.247859154,A191,1
A12,0.340418953,A34,A42,A63,A73,0.052786904,0.820853718,A121,0.026491121,A191,1
A11,0.342446915,A32,A42,A63,A73,0.144094595,1,A123,0.067801734,A191,1
A12,0.413220478,A34,A40,A61,A71,1,0.641707435,A121,0.157836293,A191,1
A12,0.414572453,A34,A40,A61,A72,1,0.937704784,A123,0.144066089,A191,1
A13,0.470588235,A33,A43,A61,A73,1,0.333333333,A123,0.1549583,A192,1
A14,0.470588235,A32,A43,A61,A73,1,0.333333333,A123,0.127417892,A192,1
A11,0.294117647,A33,A40,A61,A73,0.947213096,0.691625898,A123,0.578362929,A191,1
A11,0.294117647,A30,A40,A61,A71,0.855905405,0.395628549,A121,0.440660888,A191,1
A11,0.179382133,A32,A42,A61,A75,1,0.333333333,A122,0.566850957,A192,1
A11,0.182086083,A32,A42,A61,A75,1,0.395628549,A122,0.3740681,A192,1
A11,0.360220038,A30,A49,A62,A74,1,1,A123,0.237898843,A191,1
A12,0.366979914,A30,A49,A62,A74,1,1,A124,0.265439251,A191,1
A14,0.294117647,A32,A40,A65,A74,1,0.820853718,A122,0.211996907,A191,1
A11,0.294117647,A32,A40,A65,A73,1,1,A121,0.115605479,A191,1
A11,0.117647059,A32,A42,A61,A73,1,0.333333333,A121,0.216574521,A191,1
A12,0.117647059,A32,A42,A61,A73,1,0.333333333,A122,0.31296595,A191,1
A11,0.331684319,A32,A43,A61,A73,1,0.333333333,A123,0.353154429,A192,1
A12,0.325600431,A32,A43,A61,A72,1,0.302185725,A123,0.077750347,A192,1
A12,0.301495281,A32,A40,A61,A73,0.105573809,0.691625898,A123,0.400969872,A191,1
A11,0.29924199,A32,A40,A61,A72,0.288189189,0.333333333,A123,0.098025382,A191,1
A14,0.474955552,A34,A41,A62,A73,0.438907142,1,A123,0.119244014,A191,1
A14,0.479011478,A32,A41,A62,A73,0.621522523,1,A123,0.091703606,A191,1
A11,0.150698254,A32,A42,A61,A72,0.719453571,0.308374102,A123,0.114009278,A192,1
A12,0.154078192,A32,A42,A61,A74,0.810761261,0.635519059,A123,0.403183564,A192,1
A12,0.417587795,A32,A43,A64,A74,0.052786904,0.154187051,A124,0.202773743,A192,1
A12,0.422995696,A32,A43,A64,A74,0.144094595,0.364480941,A124,0.147692927,A192,1
A11,0.232382573,A32,A40,A63,A73,0.438907142,0.333333333,A121,0.25981235,A191,1
A14,0.229678623,A32,A40,A63,A73,0.621522523,0.333333333,A122,0.135880513,A191,1
A11,0.492721139,A31,A40,A61,A74,1,1,A124,0.441850957,A191,1
A11,0.485961263,A30,A40,A61,A74,1,1,A124,0.2490681,A191,1
A12,0.539022444,A32,A49,A61,A73,0.894426191,0.333333333,A123,0.138800778,A192,1
A12,0.534290531,A32,A49,A61,A73,0.711810811,0.333333333,A123,0.290273023,A192,1
A11,0.355852721,A34,A42,A61,A72,1,1,A123,0.071428571,A192,1
A11,0.358556671,A32,A42,A61,A72,1,1,A124,0.071428571,A192,1
A14,0.362551856,A32,A46,A62,A73,0.719453571,0.333333333,A122,0.1952502,A192,1
A14,0.357819943,A32,A46,A62,A73,0.810761261,0.333333333,A122,0.360492649,A192,1
A12,0.117647059,A32,A40,A61,A74,1,0.179146282,A123,0.14514595,A191,1
A11,0.117647059,A32,A40,A61,A72,1,0.031147608,A121,0.241537378,A191,1
A12,0.179382133,A32,A43,A61,A72,0,0.179146282,A123,0.068550579,A192,1
A12,0.182086083,A32,A43,A61,A72,0,0,A122,0.054780375,A192,1
A12,0.42428693,A30,A49,A61,A75,0.438907142,1,A124,0.695318136,A192,1
A12,0.422258967,A31,A49,A61,A75,0.621522523,1,A124,0.433684259,A192,1
A12,0.470588235,A32,A42,A61,A73,1,0.512479616,A123,0.1549583,A192,1
A14,0.470588235,A33,A42,A61,A71,1,0.333333333,A123,0.127417892,A192,1
A12,0.07571307,A31,A40,A62,A71,0,0.691625898,A124,0.103086493,A192,1
A12,0.077741033,A31,A40,A62,A71,0,0.333333333,A122,0.254558737,A192,1
A12,0.388903917,A32,A43,A61,A73,0.105573809,0.179146282,A123,0.133044793,A192,1
A11,0.394987805,A32,A43,A61,A74,0.288189189,0.031147608,A121,0.256976629,A192,1
A12,0.086779522,A32,A40,A65,A71,0.052786904,0.333333333,A124,0.505823922,A192,1
A12,0.085427547,A32,A40,A65,A71,0.144094595,0.302185725,A122,0.106488004,A192,1
A11,0.117647059,A31,A40,A61,A73,1,0.691625898,A123,0.512101157,A192,1
A11,0.117647059,A31,A40,A61,A72,1,0.395628549,A123,0.484560749,A192,1
A11,0.302852281,A32,A40,A61,A75,1,1,A124,0.575484936,A191,1
A11,0.310964132,A32,A40,A61,A75,1,1,A124,0.424012691,A191,1
A14,0.159581047,A32,A42,A61,A71,0.386120238,0.691625898,A121,0.04493745,A191,1
A14,0.157553085,A32,A42,A61,A72,0.477427928,0.395628549,A123,0.003626838,A191,1
A12,0.347118087,A32,A45,A61,A73,1,0.333333333,A122,0.136511971,A191,1
A12,0.341710187,A32,A45,A61,A73,1,0.333333333,A123,0.191592788,A191,1
A11,0.175014816,A31,A43,A61,A73,1,0.179146282,A123,0.717820829,A191,1
A11,0.173662841,A34,A43,A61,A73,1,0.093442824,A124,0.222093483,A191,1
A11,0.060279302,A32,A44,A62,A72,1,0.487520384,A122,0.068550579,A191,1
A11,0.061631277,A32,A44,A62,A71,1,0.697814275,A122,0.054780375,A191,1